날짜,종가,오픈,고가,저가,거래량,변동 %
2022-10-06,19956.70 ,20157.50 ,20436.70 ,19873.70 ,370.60K,-1.00%
2022-10-07,19531.30 ,19962.40 ,20051.40 ,19352.10 ,263.50K,-2.13%
2022-10-08,19415.00 ,19530.20 ,19612.20 ,19274.70 ,113.50K,-0.60%
2022-10-09,19441.00 ,19416.30 ,19552.10 ,19329.60 ,127.53K,0.13%
2022-10-10,19134.60 ,19441.70 ,19520.70 ,19057.00 ,243.77K,-1.58%
2022-10-11,19059.10 ,19134.30 ,19261.30 ,18868.70 ,288.57K,-0.39%
2022-10-12,19154.80 ,19058.50 ,19212.60 ,19010.60 ,242.18K,0.50%
2022-10-13,19379.80 ,19154.60 ,19494.40 ,18207.90 ,455.13K,1.17%
2022-10-14,19181.80 ,19379.80 ,19933.90 ,19098.60 ,400.45K,-1.02%
2022-10-15,19068.70 ,19181.70 ,19218.70 ,19000.80 ,123.66K,-0.59%
2022-10-16,19261.90 ,19068.80 ,19411.90 ,19066.00 ,140.95K,1.01%
2022-10-17,19548.20 ,19262.20 ,19663.50 ,19163.60 ,248.40K,1.49%
2022-10-18,19328.20 ,19548.40 ,19692.90 ,19102.80 ,290.07K,-1.13%
2022-10-19,19123.90 ,19328.20 ,19358.60 ,19101.20 ,209.28K,-1.06%
2022-10-20,19042.90 ,19125.10 ,19334.50 ,18935.60 ,253.20K,-0.42%
2022-10-21,19162.60 ,19042.90 ,19245.50 ,18703.30 ,294.66K,0.63%
2022-10-22,19204.80 ,19162.60 ,19249.90 ,19116.10 ,118.24K,0.22%
2022-10-23,19571.20 ,19204.80 ,19680.90 ,19092.50 ,180.63K,1.91%
2022-10-24,19331.50 ,19571.20 ,19588.60 ,19177.20 ,286.94K,-1.22%
2022-10-25,20082.70 ,19331.80 ,20406.90 ,19249.00 ,371.54K,3.89%
2022-10-26,20769.50 ,20086.80 ,20981.50 ,20062.90 ,427.99K,3.42%
2022-10-27,20292.90 ,20769.50 ,20867.90 ,20231.60 ,365.49K,-2.29%
2022-10-28,20594.40 ,20293.00 ,20744.00 ,20058.20 ,318.90K,1.49%
2022-10-29,20809.80 ,20594.20 ,21038.10 ,20561.90 ,276.54K,1.05%
2022-10-30,20626.30 ,20809.40 ,20922.30 ,20522.50 ,207.63K,-0.88%
2022-10-31,20496.30 ,20626.00 ,20822.40 ,20260.00 ,327.47K,-0.63%
